EOS,Gu_init,Gu_WRF,Gu_CHI,Gu_AWS,Cl_init,Cl_WRF,Cl_CHI,Cl_AWS,Ga_init,Ga_WRF,Ga_CHI,Ga_AWS,Bu_init,Bu_WRF,Bu_CHI,Bu_AWS
1,0.0,0.012771844423220047,0.7203257165450292,0.07584823162579613,1.0,0.012771844423220047,0.7203257165450292,0.07584823162579613,2.0,4.797938802188153,4.707598562144547,1.8817012927487586,,0.08966796027362461,0.08179542271910994,0.1580542573460923
2,10.0,10.430584253666662,3.821894875750786,2.189498157063058,16.0,10.430584253666662,3.821894875750786,2.189498157063058,20.0,15.214810986319513,19.48341377572765,15.312870029839695,,0.48959070311960456,0.5486083990594901,0.37931446381102707
3,46.0,32.43401312563544,54.77802964235239,25.224680489809693,30.0,32.43401312563544,54.77802964235239,25.224680489809693,,,,,,0.030327379290915883,0.050550315050724715,0.057088219357470195
4,,,,,,,,,,,,,,9999.0,9999.0,9999.0
5,,,,,,,,,,,,,,0.22825193523989395,0.26549386859681345,0.20422649409007385
6,,,,,,,,,,,,,,0.3149272402171181,0.38899498897488327,0.3464970119325984
7,,,,,,,,,,,,,,1.896552507526308,1.87451034601233,1.2716444443662038
